deprivation,prior_count,density,group,target
-0.245,1,1.094,A,1
-1.138,1,1.167,B,0
0.492,1,0.121,A,0
-1.048,1,-0.373,B,0
-0.062,3,1.791,A,0
-0.455,0,-1.52,A,0
0.518,0,-1.552,A,0
-0.561,0,0.481,A,0
-0.696,3,-0.069,A,0
1.079,4,-0.307,B,1
0.289,3,-1.829,A,0
0.028,1,-0.878,A,0
-1.925,0,1.478,A,0
0.622,3,1.307,A,0
-0.471,2,0.791,B,0
0.278,2,-0.816,A,0
-1.844,1,-0.333,B,0
0.277,0,-0.402,B,0
0.193,2,-0.677,B,0
-0.23,3,-0.544,A,0
-0.886,1,-0.101,B,0
1.166,2,-1.476,B,1
-0.747,1,1.181,B,0
0.91,2,-0.136,B,1
1.047,5,-0.502,A,0
-0.832,1,-1.576,A,0
0.748,3,0.783,B,1
-0.43,1,-1.042,B,0
0.639,2,0.482,A,0
-0.936,1,-0.881,A,0
-0.115,2,0.114,B,0
0.077,0,-1.282,B,1
-0.029,2,-0.17,A,0
0.381,2,-0.078,B,0
-0.809,1,0.162,A,0
-0.552,2,0.883,A,0
0.714,0,0.516,A,1
-0.412,0,1.563,A,0
-0.497,4,-1.43,B,0
-0.842,1,2.091,B,0
-0.46,0,0.94,A,0
-1.027,0,-0.442,A,0
0.729,4,0.989,B,0
-0.449,2,1.767,B,0
-1.084,1,1.113,B,0
-0.203,2,-0.987,A,0
-1.396,1,0.041,B,0
-0.856,2,0.755,A,0
1.354,1,-0.032,B,1
-1.088,0,0.44,A,0
-0.143,2,0.51,B,0
2.206,4,-0.987,B,0
0.249,1,1.259,A,0
-0.511,2,0.092,A,0
-1.988,0,-0.045,A,0
0.167,4,-0.9,B,0
-0.768,2,-0.242,A,0
0.558,2,0.937,A,1
-0.676,1,0.24,B,1
0.277,5,0.708,B,1
1.446,4,-0.034,A,0
0.671,3,0.088,B,1
-1.318,1,-1.642,A,0
0.089,1,0.391,A,1
0.963,4,-0.195,B,0
-1.52,0,0.317,A,0
1.687,3,-2.151,B,0
0.141,2,2.533,B,0
0.576,5,0.074,A,0
-0.344,3,0.462,B,0
0.046,0,0.387,B,0
-0.894,1,-0.316,A,1
1.547,6,0.422,A,0
1.793,6,1.187,B,1
2.147,5,0.178,A,0
-1.766,0,0.858,A,0
0.33,4,0.769,A,0
0.432,0,0.706,A,1
-0.706,0,1.851,A,0
0.373,2,0.353,A,1
-1.437,2,-0.077,B,0
1.472,6,-0.043,B,1
-1.533,1,0.409,A,0
0.25,3,-1.352,B,1
0.789,4,1.399,B,0
-0.599,1,-0.244,B,0
1.373,2,-0.092,A,1
-1.825,0,-1.303,A,0
-0.031,1,0.109,A,0
-1.687,2,-1.356,B,1
-0.773,1,-1.682,A,0
-0.494,1,-0.73,A,0
-0.555,2,-0.247,A,0
1.271,3,-0.858,B,1
-1.172,0,0.286,B,0
-1.554,0,1.226,A,0
-0.431,3,0.218,A,0
0.113,0,-2.216,A,0
0.503,2,-0.018,A,0
1.154,3,0.581,A,0
-2.15,1,-0.37,A,0
1.689,3,0.316,B,0
-0.818,1,0.265,A,0
-0.278,1,-1.1,B,0
0.023,1,1.205,B,0
-2.17,0,-0.29,A,0
-0.432,0,-0.329,A,0
0.992,2,0.452,A,0
0.631,3,-1.605,A,0
-0.5,1,1.266,B,0
0.213,3,-0.982,B,0
0.462,1,1.809,B,0
-0.259,1,1.126,A,1
0.492,1,-1.01,A,0
-0.8,2,0.333,B,0
-0.945,1,-0.956,A,0
-0.297,0,-1.093,A,0
-2.414,0,-2.498,A,0
0.693,2,0.634,A,0
0.083,1,-0.457,A,0
-0.222,3,0.785,A,0
0.797,3,0.225,B,0
0.387,1,-1.217,B,0
1.064,2,0.841,A,1
1.58,2,0.519,A,1
0.331,1,-0.48,A,0
-0.72,3,0.975,A,0
0.725,2,-0.27,B,0
-0.716,1,-0.786,A,0
-0.762,1,-0.191,A,0
-0.293,0,-0.37,B,0
1.158,1,-1.484,A,0
0.75,2,-2.637,A,0
0.886,3,1.647,A,0
0.123,3,1.132,A,0
0.569,2,1.478,A,0
0.601,2,0.902,B,0
-0.688,1,-0.414,A,0
0.588,4,-0.176,A,1
-0.004,0,-0.616,B,0
-0.405,0,0.541,B,0
-0.357,2,0.473,A,0
-0.552,1,-0.343,A,0
-0.281,2,0.438,A,0
-0.008,1,1.16,B,0
0.665,2,-0.003,A,0
1.509,2,-1.164,A,0
0.568,2,0.457,A,0
0.117,2,-1.223,A,0
-2.0,1,-0.809,B,0
2.419,10,0.276,B,1
-0.708,3,0.619,B,0
-0.676,2,0.095,B,0
1.264,8,-1.013,B,1
-1.101,1,2.785,A,0
0.372,9,-0.522,B,0
-0.463,3,0.455,B,0
-0.253,2,-0.584,A,0
0.05,3,-0.94,A,0
-1.194,0,0.052,B,0
-0.123,0,-0.442,A,0
1.026,4,0.095,A,0
-0.075,3,-0.656,B,0
3.499,9,0.135,A,1
0.092,3,-0.75,A,0
-1.197,1,1.076,B,0
-0.522,0,0.298,A,0
-1.935,1,-0.125,A,0
1.078,5,-0.016,A,0
1.605,7,-0.377,A,0
0.843,6,0.119,B,0
-0.84,2,1.498,B,1
-0.872,0,-0.571,A,0
0.737,2,0.16,A,1
-0.521,0,-0.768,B,0
-0.861,1,-2.482,A,0
-0.972,0,0.613,B,0
1.869,1,1.078,B,1
-0.464,3,0.436,A,0
0.832,3,2.335,A,0
0.55,3,-0.36,A,0
-0.849,0,-0.896,A,1
0.041,4,1.184,A,1
-1.001,1,1.246,A,0
1.448,8,1.098,A,1
-0.911,1,-1.081,A,0
0.365,1,-0.699,B,0
-0.494,1,-1.643,A,0
-0.925,3,1.973,A,0
1.077,2,-0.92,B,0
-0.521,1,-1.207,A,0
-1.83,0,-0.104,A,0
0.424,4,0.117,A,1
-0.707,1,0.666,A,0
0.158,2,-0.13,B,0
0.856,3,-0.679,A,0
0.357,3,-0.396,A,0
0.889,1,-0.604,A,0
-1.298,0,1.394,A,1
1.198,3,-0.006,A,0
-0.297,2,0.635,A,0
-1.427,0,-0.209,A,0
-2.455,1,-1.827,A,0
-0.308,2,1.643,A,0
-0.786,0,0.58,A,0
-0.771,5,0.388,B,0
0.334,4,-2.12,A,0
1.72,1,-0.139,A,0
-0.902,2,1.542,B,1
0.092,3,1.296,B,0
-0.568,0,-0.218,B,0
-0.987,1,1.219,A,0
-1.016,1,1.57,A,0
1.642,2,-0.155,A,0
0.013,3,1.318,B,1
-0.19,1,1.273,B,0
-0.685,2,0.839,A,0
0.067,1,0.936,B,0
-0.638,1,-0.873,A,0
1.93,5,0.785,A,0
0.252,1,-0.126,B,0
0.139,2,-0.904,B,0
0.117,3,1.521,B,0
1.308,9,-0.118,A,0
-0.022,1,0.234,A,0
-0.476,2,0.141,A,0
0.161,0,-1.557,A,0
0.791,3,-0.296,A,0
1.183,2,0.774,A,0
0.215,0,0.014,A,0
0.229,2,-0.353,B,1
0.993,5,0.334,A,1
-2.734,1,1.074,A,1
0.088,0,-1.634,A,0
-0.584,1,-0.105,B,0
0.058,2,0.019,A,0
0.356,2,1.769,B,1
1.245,1,1.206,B,1
-1.385,0,-1.381,A,1
-0.719,1,1.34,B,0
-0.889,1,-0.151,A,0
-0.607,1,-1.609,B,0
-1.37,0,-1.343,B,0
2.137,4,1.365,A,0
0.871,2,0.455,A,0
-0.775,0,-0.983,B,0
0.015,2,1.583,B,0
-0.435,3,0.71,A,0
0.156,5,-0.256,A,0
-0.768,1,0.299,B,0
-1.523,0,-0.877,A,0
-0.572,0,1.999,A,0
1.381,7,-1.186,B,1
-1.485,0,-1.288,A,0
1.097,4,0.195,B,0
0.56,3,2.881,B,1
-0.4,1,-1.406,A,0
0.75,2,0.815,A,0
0.209,2,0.07,A,0
-2.137,0,0.399,A,0
-0.405,2,1.142,A,0
-0.375,1,-0.685,B,0
1.445,6,-0.258,A,0
-0.401,1,-0.689,A,0
-0.211,2,1.402,A,0
-1.161,0,1.272,A,0
-0.063,0,-1.124,A,1
-1.189,1,0.381,B,1
1.086,2,1.049,B,1
-0.421,2,-1.59,A,0
-1.191,1,1.388,A,0
1.226,2,-0.065,A,0
-1.306,2,-0.453,B,0
0.255,3,1.397,B,0
-1.487,1,1.131,A,0
0.293,5,-1.369,B,0
1.068,7,0.721,A,0
